TopicID,RefinedTopicID,OriginalAutoCoherence,OriginalSubjClarity,OriginalSubjConsistency,OriginalSubjCorrelation,OriginalDocIntrDLO,OriginalDocIntrPercent,FreqAddWords,FreqRemoveWords,FreqRemoveArticles,FreqMergeWords,FreqSplitTheme,FreqChangeWordOrder,RefinedWordLength,RefinedDocumentLength,RefinedAutoCoherence,RefindSubjClarity,RefinedSubjConsistency,RefinedSubjCorrelation,RefinedDocIntrDLO,RefinedDocIntrPercent,Duration
14,7,0.03,2,2,3,-2.0100148203825627,0.6,2,2,3,1,2,1,21,39,0.010526315789473684,3,3,3,-2.1954312083911889,0.6,241
14,8,0.03,3,3,3,-2.0100148203825627,0.6,4,4,0,0,0,3,20,40,0.06,4,4,4,-2.5447270290216952,0.4,148
15,0,0.03,4,4,4,-1.614898908107341,0.8,1,1,3,1,4,1,16,37,0.0,5,5,5,-1.2341055050540266,0.8,96
15,1,0.03,2,1,2,-1.614898908107341,0.8,3,3,15,0,0,2,7,27,0.3142857142857143,5,5,5,0.0,1.0,173
15,2,0.03,3,2,2,-1.614898908107341,0.8,6,6,0,5,0,4,24,40,-0.03333333333333333,4,4,4,0.0,1.0,323
15,3,0.03,1,4,2,-1.614898908107341,0.8,8,8,15,7,0,5,39,25,0.014814814814814814,5,5,5,0.0,1.0,501
15,4,0.03,5,4,4,-1.614898908107341,0.8,2,2,18,2,0,2,24,24,0.025,5,4,5,-1.4610820682721344,0.8,301
15,5,0.03,2,3,3,-1.614898908107341,0.8,2,2,19,2,0,1,13,21,0.05,4,5,5,0.0,1.0,187
15,6,0.03,2,2,4,-1.614898908107341,0.8,1,1,51,0,0,3,19,23,-0.0,5,4,5,0.0,1.0,399
15,7,0.03,4,3,3,-1.614898908107341,0.8,9,9,7,1,0,0,12,37,0.11666666666666668,5,5,5,-1.1287963512787453,0.8,448
15,8,0.03,3,4,4,-1.614898908107341,0.8,0,0,1,0,0,4,7,39,0.17142857142857143,5,5,5,-1.1898811025730169,0.8,50
16,0,0.1,2,4,4,-3.8660300326336836,0.6,3,3,6,1,0,4,16,35,0.08750000000000001,5,4,5,0.0,1.0,469
16,1,0.1,3,3,3,-3.8660300326336836,0.6,0,0,6,0,0,0,10,36,0.14,3,3,3,-1.2065465906733068,0.8,141
16,2,0.1,5,5,5,-3.8660300326336836,0.6,2,2,9,1,4,2,13,31,0.2,5,5,5,0.0,1.0,287
16,3,0.1,4,4,4,-3.8660300326336836,0.6,0,0,1,1,0,0,15,39,0.14285714285714288,5,5,5,0.0,1.0,122
16,4,0.1,4,4,4,-3.8660300326336836,0.6,3,3,1,1,2,1,21,39,0.03,5,5,5,0.0,1.0,501
16,5,0.1,4,4,4,-3.8660300326336836,0.6,4,4,4,0,0,4,13,36,0.25,5,5,5,0.0,1.0,530
16,6,0.1,4,4,4,-3.8660300326336836,0.6,0,0,0,0,0,4,10,40,0.32,5,5,5,0.0,1.0,417
16,7,0.1,2,3,3,-3.8660300326336836,0.6,2,2,0,0,0,5,7,40,0.2571428571428571,5,5,5,-1.3267452604438799,0.8,216
16,8,0.1,4,4,4,-3.8660300326336836,0.6,0,0,2,0,0,3,16,38,0.1,4,5,5,-1.5022698058801962,0.8,179
17,0,0.03,5,5,5,0.0,1.0,0,0,0,1,0,1,6,40,0.3,5,5,5,0.0,1.0,117
17,1,0.03,3,3,4,0.0,1.0,0,0,7,1,0,22,18,33,0.07777777777777779,4,4,4,0.0,1.0,498
17,2,0.03,4,4,4,0.0,1.0,0,0,0,4,0,7,20,40,0.05,4,5,5,0.0,1.0,652
17,3,0.03,5,5,5,0.0,1.0,3,3,0,0,0,0,17,40,0.07058823529411765,5,5,5,0.0,1.0,77
17,4,0.03,5,5,5,0.0,1.0,12,12,11,3,7,5,16,29,0.10769230769230771,5,5,5,0.0,1.0,562
17,5,0.03,4,5,4,0.0,1.0,0,0,0,9,15,4,19,40,0.05263157894736842,4,4,5,0.0,1.0,999
17,6,0.03,3,3,3,0.0,1.0,0,0,0,0,0,6,11,40,0.1272727272727273,4,4,5,0.0,1.0,127
17,7,0.03,5,5,5,0.0,1.0,4,4,0,0,0,0,23,40,0.017391304347826087,5,5,5,0.0,1.0,213
17,8,0.03,2,5,3,0.0,1.0,1,1,0,0,0,4,12,40,0.11666666666666668,4,5,5,0.0,1.0,120
18,0,0.11,5,5,5,0.0,1.0,0,0,4,2,0,4,9,38,0.044444444444444446,5,5,5,0.0,1.0,149
18,1,0.11,4,4,4,0.0,1.0,0,0,0,3,0,11,20,40,0.1368421052631579,4,4,4,0.0,1.0,165
18,2,0.11,5,5,5,0.0,1.0,0,0,0,4,0,9,16,40,0.125,5,5,5,0.0,1.0,187
18,3,0.11,4,4,4,0.0,1.0,5,5,0,0,0,0,22,40,0.016,4,4,4,0.0,1.0,95
18,4,0.11,3,4,4,0.0,1.0,6,6,11,3,0,6,20,29,0.07692307692307693,5,5,5,0.0,1.0,650
18,5,0.11,3,3,3,0.0,1.0,0,0,8,0,0,0,7,34,0.6571428571428571,4,4,4,0.0,1.0,317
18,6,0.11,4,3,4,0.0,1.0,0,0,0,0,0,0,18,40,0.044444444444444446,4,4,4,0.0,1.0,18
18,7,0.11,4,4,4,0.0,1.0,4,4,7,0,0,0,22,33,0.00909090909090909,5,5,5,0.0,1.0,282
18,8,0.11,4,4,4,0.0,1.0,0,0,0,0,6,1,7,40,0.6,4,4,4,-1.7694745588160754,0.8,282
19,0,0.02,4,4,4,-1.876888430524978,0.6,1,1,1,1,0,0,19,39,0.05263157894736842,4,4,4,-1.9764250825154288,0.4,98
19,1,0.02,1,1,1,-1.876888430524978,0.6,8,8,17,0,0,3,15,23,0.08571428571428572,4,5,5,-2.4776741636418786,0.6,664
19,2,0.02,2,2,2,-1.876888430524978,0.6,3,3,14,0,0,6,13,26,0.015384615384615385,5,5,5,0.0,1.0,269
19,3,0.02,2,3,3,-1.876888430524978,0.6,4,4,5,1,0,2,12,37,0.05,3,4,4,-0.56460600681829143,0.8,540
19,4,0.02,2,2,2,-1.876888430524978,0.6,0,0,0,0,0,1,4,40,-0.05,4,4,4,-1.5718519845563321,0.6,202
19,5,0.02,2,2,2,-1.876888430524978,0.6,3,3,4,0,0,2,21,36,0.047619047619047616,4,4,4,-2.4697584064021436,0.4,155
19,6,0.02,4,4,3,-1.876888430524978,0.6,2,2,2,0,2,3,14,38,0.05714285714285715,4,4,4,-1.43555655897961,0.6,215
19,7,0.02,3,3,4,-1.876888430524978,0.6,1,1,1,1,2,1,19,39,0.05263157894736842,3,3,4,-1.3081231160495155,0.6,164
19,8,0.02,4,4,2,-1.876888430524978,0.6,1,1,20,3,0,0,10,22,0.06666666666666667,4,4,4,-1.3178790456556058,0.8,182
20,0,0.11,4,4,5,-3.313896223180123,0.6,1,1,2,1,2,1,17,38,0.0823529411764706,5,5,5,0.0,1.0,135
20,1,0.11,2,2,2,-3.313896223180123,0.6,1,1,0,0,0,2,10,40,0.28,5,5,5,-1.1862691782980868,0.8,146
20,2,0.11,4,4,4,-3.313896223180123,0.6,0,0,0,2,2,0,35,40,0.07777777777777779,5,5,5,-1.7788757255426677,0.8,96
20,3,0.11,4,4,4,-3.313896223180123,0.6,7,7,4,6,0,8,30,36,0.07,5,5,5,0.0,1.0,829
20,4,0.11,3,3,4,-3.313896223180123,0.6,7,7,20,1,0,2,13,22,0.0375,5,5,5,0.0,1.0,430
20,5,0.11,4,4,4,-3.313896223180123,0.6,0,0,2,1,0,0,20,38,0.042105263157894736,5,5,5,0.0,1.0,144
20,6,0.11,4,4,4,-3.313896223180123,0.6,0,0,3,0,0,0,14,37,0.07142857142857144,5,4,5,-2.6087261257787993,0.6,161
20,7,0.11,5,4,4,-3.313896223180123,0.6,6,6,2,2,0,0,25,40,0.06086956521739131,5,5,5,0.0,1.0,369
20,8,0.11,4,4,4,-3.313896223180123,0.6,2,2,5,0,0,6,7,35,0.37142857142857144,5,5,5,0.0,1.0,123
22,0,0.15,3,2,3,0.0,1.0,6,6,17,0,6,8,19,23,0.05263157894736842,4,3,4,0.0,1.0,297
22,1,0.15,4,4,4,0.0,1.0,0,0,0,7,0,0,46,40,0.03571428571428572,4,4,4,-1.2629566061054669,0.8,312
22,2,0.15,4,4,5,0.0,1.0,0,0,1,2,1,6,19,39,0.07777777777777779,5,5,5,0.0,1.0,190
22,3,0.15,5,5,5,0.0,1.0,1,1,1,0,0,2,15,39,0.1,5,5,5,0.0,1.0,91
22,4,0.15,2,3,3,0.0,1.0,0,0,0,2,0,0,21,40,0.047619047619047616,2,3,3,0.0,1.0,160
22,5,0.15,5,5,5,0.0,1.0,0,0,0,3,0,0,19,40,0.0631578947368421,5,5,5,-1.4271344942377842,0.8,157
22,6,0.15,4,3,4,0.0,1.0,0,0,0,1,0,1,20,40,0.0631578947368421,4,3,4,0.0,1.0,181
22,7,0.15,4,3,4,0.0,1.0,2,2,0,0,0,16,20,40,0.1,4,4,4,-3.016667422844943,0.6,312
22,8,0.15,3,3,3,0.0,1.0,1,1,3,2,0,0,20,37,0.1,5,4,5,0.0,1.0,154
23,0,0.05,3,4,3,0.0,1.0,6,6,1,1,0,5,22,39,0.1375,5,4,5,-1.6908032959508819,0.8,226
23,1,0.05,4,4,4,0.0,1.0,2,2,4,6,0,0,20,40,0.01,5,4,5,0.0,1.0,626
23,2,0.05,4,4,4,0.0,1.0,1,1,1,1,1,1,20,39,0.05,5,4,5,0.0,1.0,166
23,3,0.05,2,2,2,0.0,1.0,2,2,3,2,0,4,24,37,0.05,4,4,4,0.0,1.0,358
23,4,0.05,4,4,4,0.0,1.0,1,1,1,1,0,0,21,39,0.05,4,4,4,0.0,1.0,128
23,5,0.05,4,4,4,0.0,1.0,1,1,6,1,0,4,16,36,0.17142857142857143,4,4,4,0.0,1.0,329
23,6,0.05,4,4,4,0.0,1.0,8,8,1,3,2,4,26,39,0.09523809523809523,5,4,5,0.0,1.0,567
23,7,0.05,4,4,4,0.0,1.0,6,6,8,3,0,0,16,32,0.05,5,5,5,-1.9223304117064615,0.8,341
23,8,0.05,4,3,4,0.0,1.0,1,1,0,1,0,4,18,40,0.125,5,4,5,0.0,1.0,601
24,0,0.13,4,4,4,0.0,1.0,0,0,7,1,0,1,8,33,0.475,5,5,5,0.0,1.0,109
24,1,0.13,3,4,3,0.0,1.0,2,2,0,0,0,0,16,40,0.1375,4,4,4,0.0,1.0,104
24,2,0.13,4,4,4,0.0,1.0,0,0,6,0,5,3,12,34,0.23333333333333336,4,4,4,0.0,1.0,253
24,3,0.13,4,5,4,0.0,1.0,0,0,0,0,3,1,12,40,0.26666666666666666,5,5,5,0.0,1.0,105
24,4,0.13,5,4,4,0.0,1.0,0,0,17,0,1,3,8,25,0.42500000000000004,5,4,5,0.0,1.0,134
24,5,0.13,5,4,4,0.0,1.0,0,0,0,2,2,7,18,40,0.12222222222222223,5,4,5,0.0,1.0,359
24,6,0.13,5,4,4,0.0,1.0,1,1,0,1,0,0,19,40,0.0631578947368421,5,4,4,0.0,1.0,96
24,7,0.13,4,4,4,0.0,1.0,0,0,1,0,0,2,10,39,0.28,5,5,5,-3.2345538292371074,0.6,178
24,8,0.13,5,4,4,0.0,1.0,2,2,14,2,3,3,19,26,0.08421052631578947,5,5,5,0.0,1.0,338
25,0,0.08,4,4,4,0.0,1.0,1,1,2,1,4,4,17,38,0.075,4,4,4,0.0,1.0,143
25,1,0.08,4,4,4,0.0,1.0,0,0,2,0,0,6,15,38,0.14666666666666667,4,4,4,0.0,1.0,107
25,2,0.08,5,5,5,0.0,1.0,0,0,9,2,0,2,20,31,0.07777777777777779,5,5,5,0.0,1.0,214
25,3,0.08,3,3,2,0.0,1.0,3,3,8,0,0,1,20,32,0.05,4,3,3,0.0,1.0,73
25,4,0.08,5,5,5,0.0,1.0,1,1,0,1,3,2,17,40,0.047058823529411764,5,5,5,0.0,1.0,129
25,5,0.08,4,4,4,0.0,1.0,0,0,0,2,0,0,24,40,0.045454545454545456,4,4,4,-1.8051489775229566,0.8,171
25,6,0.08,4,5,5,0.0,1.0,1,1,2,1,3,1,19,38,0.021052631578947368,5,5,5,0.0,1.0,256
25,7,0.08,4,4,4,0.0,1.0,1,1,1,1,2,2,19,39,0.022222222222222223,4,3,4,0.0,1.0,168
25,8,0.08,4,4,4,0.0,1.0,0,0,0,0,0,0,16,40,0.125,4,4,4,-2.9047974166543886,0.6,108
26,0,0.11,4,4,4,-5.5172132697495835,0.2,2,2,2,1,0,0,21,38,0.028571428571428567,4,4,4,-2.047217036116546,0.8,62
26,1,0.11,1,1,1,-5.5172132697495835,0.2,8,8,28,0,0,0,10,12,0.15555555555555559,5,4,4,-3.8115937290942794,0.6,380
26,2,0.11,3,4,4,-5.5172132697495835,0.2,23,23,10,0,16,16,15,30,0.15999999999999998,5,4,5,-1.5549174403562542,0.8,655
26,3,0.11,3,3,3,-5.5172132697495835,0.2,3,3,20,1,2,10,16,24,0.11249999999999999,4,4,4,0.0,1.0,1010
26,4,0.11,2,2,2,-5.5172132697495835,0.2,0,0,0,3,0,1,21,40,0.2,4,4,4,-3.390296217515484,0.6,274
26,5,0.11,2,2,2,-5.5172132697495835,0.2,1,1,2,0,0,2,20,38,0.08,3,4,3,-4.5730160853749728,0.4,124
26,6,0.11,3,2,2,-5.5172132697495835,0.2,2,2,5,2,0,5,18,35,0.05882352941176471,4,4,4,0.0,1.0,164
26,7,0.11,3,3,3,-5.5172132697495835,0.2,1,1,2,2,0,0,16,38,0.1,3,3,4,-5.1386182650478887,0.4,130
26,8,0.11,2,2,3,-5.5172132697495835,0.2,17,17,7,7,2,8,25,40,0.016666666666666666,2,2,4,0.0,1.0,1241
27,0,0.16,3,4,3,0.0,1.0,1,1,4,1,2,4,16,36,0.21250000000000002,4,4,4,-1.3139450504694523,0.8,155
27,1,0.16,4,4,3,0.0,1.0,2,2,6,0,0,11,15,34,0.18666666666666668,4,4,4,0.0,1.0,246
27,2,0.16,4,2,3,0.0,1.0,0,0,9,1,0,2,18,33,0.15555555555555559,4,4,4,0.0,1.0,168
27,3,0.16,4,4,4,0.0,1.0,0,0,0,0,0,6,17,40,0.17647058823529413,4,4,4,0.0,1.0,240
27,4,0.16,5,5,5,0.0,1.0,0,0,0,0,0,2,15,40,0.24,5,5,5,0.0,1.0,215
27,5,0.16,5,4,4,0.0,1.0,0,0,0,2,0,7,20,40,0.1368421052631579,5,4,5,-1.8056333588205227,0.8,275
27,6,0.16,4,4,4,0.0,1.0,0,0,12,0,0,0,20,32,0.13,4,4,4,-1.7703880558322749,0.8,167
27,7,0.16,4,4,4,0.0,1.0,0,0,0,0,0,0,12,40,0.26666666666666666,4,4,4,0.0,1.0,58
27,8,0.16,4,3,4,0.0,1.0,2,2,2,0,0,3,19,38,0.21052631578947367,4,4,4,0.0,1.0,126
28,0,0.11,3,3,3,0.0,1.0,1,1,21,0,0,0,13,21,0.12307692307692308,4,4,4,0.0,1.0,327
28,1,0.11,2,4,3,0.0,1.0,14,14,0,0,7,5,13,40,0.18461538461538463,5,5,5,-0.94591278956964864,0.8,653
28,2,0.11,2,2,2,0.0,1.0,0,0,15,0,7,13,13,27,0.13846153846153847,4,4,4,0.0,1.0,143
28,3,0.11,5,5,5,0.0,1.0,5,5,14,1,14,12,14,26,0.08571428571428572,5,5,5,-1.259698955513791,0.8,591
28,4,0.11,3,3,4,0.0,1.0,0,0,5,3,0,0,16,39,0.12,4,4,5,-1.4098462738973392,0.8,256
28,5,0.11,2,2,2,0.0,1.0,1,1,5,0,0,9,21,37,0.03809523809523809,4,4,4,0.0,1.0,160
28,6,0.11,2,2,4,0.0,1.0,3,3,0,0,0,7,9,40,0.2,4,4,5,0.0,1.0,102
28,7,0.11,2,2,3,0.0,1.0,1,1,0,1,0,1,20,40,0.06,4,4,4,-0.72120121990009367,0.8,111
28,8,0.11,4,4,4,0.0,1.0,0,0,2,1,0,1,17,38,0.12941176470588237,4,4,4,-2.2935883621332307,0.6,128
29,0,0.05,3,3,4,0.0,1.0,5,5,3,2,0,11,20,37,0.05,5,5,5,0.0,1.0,205
29,1,0.05,4,4,4,0.0,1.0,0,0,0,3,3,0,13,40,0.07692307692307693,4,4,4,-1.713153403454531,0.8,743
29,2,0.05,4,4,4,0.0,1.0,2,2,0,1,0,6,22,40,0.06,5,5,5,0.0,1.0,161
29,3,0.05,4,4,4,0.0,1.0,3,3,1,2,0,3,19,39,0.05263157894736842,5,5,5,0.0,1.0,357
29,4,0.05,2,3,3,0.0,1.0,2,2,3,1,1,0,22,37,0.03636363636363636,3,3,3,0.0,1.0,179
29,5,0.05,3,4,4,0.0,1.0,1,1,0,0,3,6,13,40,0.07692307692307693,3,4,3,0.0,1.0,137
29,6,0.05,3,3,4,0.0,1.0,11,11,0,10,0,10,46,40,0.023529411764705882,5,5,5,0.0,1.0,370
29,7,0.05,4,4,4,0.0,1.0,1,1,2,1,0,1,18,40,0.06666666666666667,5,5,5,0.0,1.0,186
29,8,0.05,3,4,4,0.0,1.0,0,0,0,3,0,8,21,40,0.07,5,5,5,-1.3232791478559076,0.8,177
30,0,0.03,2,2,3,-3.0887942164129525,0.6,2,2,32,0,0,2,11,8,0.05454545454545454,4,4,4,-2.759608536405016,0.6,230
30,1,0.03,1,1,1,-3.0887942164129525,0.6,0,0,38,0,0,1,6,8,0.03333333333333333,4,4,4,-4.8912924947473515,0.4,224
30,2,0.03,4,4,4,-3.0887942164129525,0.6,0,0,12,3,2,7,20,28,0.07142857142857144,3,4,4,0.0,1.0,244
30,3,0.03,2,2,3,-3.0887942164129525,0.6,0,0,14,1,0,3,11,26,0.09090909090909091,4,5,4,0.0,1.0,214
30,4,0.03,4,3,5,-3.0887942164129525,0.6,0,0,26,0,1,7,11,26,0.1272727272727273,5,4,5,-2.8332888268959664,0.6,224
30,5,0.03,1,1,1,-3.0887942164129525,0.6,0,0,12,3,0,10,15,32,0.039999999999999994,4,3,2,-1.9285723781925834,0.8,429
30,6,0.03,2,2,4,-3.0887942164129525,0.6,0,0,9,0,1,0,17,36,0.011764705882352941,4,4,4,-1.4807411518067739,0.8,282
30,7,0.03,1,5,4,-3.0887942164129525,0.6,0,0,1,1,0,1,17,39,0.0,5,5,4,0.0,1.0,95
30,8,0.03,4,2,3,-3.0887942164129525,0.6,2,2,6,1,2,2,16,34,0.0625,4,4,4,-2.8574789038470336,0.6,264
