tid,rid,words,meaning,clarity,consistency,correlation,npmi,npmi_diff,npmi_normalized,#words,#articles,FreqRefinements,FreqAddWords,FreqRemoveWords,FreqRemoveArticles,FreqMergeWords,FreqSplitTheme,FreqChangeWordOrder,Duration,userID
9,0,"bush president administration american united white states house congress officials security nuclear policy secretary  military [war, military, troops] correction","The articles are about different things happening in the government, including things with the president and the military.",5,5,5,0.01,-0.019999999999999997,0.011111111111111112,19,38,9,1,1,2,1,2,2,200,PHY1C15L
9,1,"bush iraq war president administration iran united white states plan congress officials security nuclear policy soldiers[military, troops]",US president and war,5,5,5,0.04,0.010000000000000002,0.044444444444444446,18,35,11,0,3,5,1,0,2,199,UVT61M1A
9,2,"bush iraq iran war USA[american, states, united] president administration troops military congress security nuclear policy",The theme is American President George Bush and the war in Iraq.,5,4,4,0.03,0.0,0.0375,15,40,11,0,7,0,1,0,3,126,JYY8DO5Y
9,3,bush politics government iraq president war american administration iran united troops states military house plan congress officials security nuclear policy,Political decision making regarding the war in Iraq,5,5,5,0.02,-0.009999999999999998,0.02,20,32,14,2,2,8,0,0,2,75,L9LAKEAH
9,4,american iraq war administration iran united white troops states military congress officials security nuclear policy secretary president,The things Bush did during his presidency.,4,4,5,0.03,0.0,0.03529411764705882,17,34,12,1,2,6,0,2,1,126,THCZJP5X
9,5,"bush iraq president war american administration iran united states house plan congress officials security policy secretary attack[nuclear, troops, military]",American President George Bush deciding how to handle the Iraq conflict,4,4,4,0.01,-0.019999999999999997,0.01,20,40,4,1,2,0,1,0,0,120,1TW8NN21
9,6,"bush president iraq strategy iran war american united states congress security nuclear secretary armed forces[troops, military]",They are about Bush's plans  and stances on Iraq and Iran.,5,5,5,0.02,-0.009999999999999998,0.023529411764705882,17,37,14,1,4,3,1,2,3,215,DUGV417A
9,7,"iran iraq war american administration united white troops states military house plan officials security policy government[congress, secretary] elected officials","government, politics, and elected officials.",3,4,4,0.03,0.0,0.03157894736842105,20,37,9,1,1,3,1,2,1,121,X8SMP913
9,8,"war iraq iran american military troops plan officials security nuclear policy Location[White, House] American President[president, bush] United Nations[United, Nations]",The theme is regarding the Iraq/Iran and American War and the American President.,5,4,4,0.0,-0.03,0.0,22,32,26,4,7,8,3,0,4,523,N14RSUIB
10,original,years time year people make made long called back work part recent put change end added ago including major making set good early day move week number month days left past important give recently taking began place high point,,2.2222222222222223,2.2222222222222223,2.4444444444444446,0.0,0,0.0,20,40,0
10,0,"time years people long back work part recent making process[make, made] decade added called",Time and people,4,4,4,-0.0,-0.0,-0.0,15,39,12,1,3,1,2,4,1,211,QKFQEO70
10,1,change made long back work part end making decision,Things that happen this time of year done by people,3,3,3,0.02,0.02,0.044444444444444446,9,35,19,1,12,5,0,0,1,129,MEQMEGLO
10,2,people recent change church F.A.A.,"These are about national news
",2,2,3,-0.02,-0.02,-0.06666666666666667,4,40,23,4,19,0,0,0,0,184,KBWJJB49
10,3,"change[making, made, make, change, added] time[back, time[time, end[years, year, time, ago],years, year, time, ago],time, end[years, year, time, ago],years, year, time, ago]",Change over time.,4,4,4,0.03,0.03,0.05454545454545454,29,40,17,0,8,0,5,0,4,282,87PF76D0
10,4,"change people make made called back work part recent time[years, time, year, long, ago, end] political parties[republican, democrat] environment[climate, global] F.A.A. business presidential earth politicians[obama, clinton] campaign church companies",The articles seem to be describing various political topics.,3,2,3,-0.0,-0.0,-0.0,32,26,52,21,12,14,4,0,1,697,GC5HKPA8
10,5,Election president politics candidates people long recent change global warming,The articles are about political concerns.,4,4,4,0.04,0.04,0.08,10,19,52,6,16,23,0,2,5,671,DRT8AM50
10,6,time year people work part recent change end major,What is happening around the nation.,5,4,4,0.01,0.01,0.022222222222222223,9,32,19,0,11,8,0,0,0,168,O6WJYG10
10,7,Politics people recent government campaign President race 2008 Romney Obama,"politics, world news, local news",4,4,4,0.01,0.01,0.022222222222222223,9,8,63,8,18,36,0,0,1,597,9N8V50P1
10,8,news politics science people work,"us world news political
",5,4,5,0.03,0.03,0.12,5,32,32,3,18,8,0,0,3,127,DYMCA3LM
11,original,state health tax percent pay money million year federal care government system insurance workers plan budget cost officials law people program increase public policy states companies billion union administration years costs spending private income benefits bill taxes congress cuts,,4.0,4.1111111111111107,4.2222222222222223,0.11,0,0.11,20,40,0
11,0,health tax state percent pay money year federal care government system insurance workers plan budget cost officials law people property,Health and taxes,5,5,5,0.1,-0.009999999999999995,0.1,20,33,11,1,1,7,0,0,2,102,SNAB9B4T
11,1,health insurance health care workers government state plan budget percent system pay money federal cost officials law people tax,Health Care and government,5,5,5,0.09,-0.020000000000000004,0.1,19,25,34,4,5,15,1,0,9,408,B8W6KR68
11,2,health insurance government federal state cost pay workers plan President care system country drug tax policy uninsured,"This theme is about state and goverment taxes and health care
",5,5,5,0.11,0.0,0.12941176470588237,17,32,42,10,4,14,0,8,6,601,QAMW4L9I
11,3,"government state federal system insurance tax workers plan people million healthcare[health, care] cost[budget, money]",things to do with the government,4,4,4,0.1,-0.009999999999999995,0.125,16,40,22,1,7,0,3,0,11,598,YV5HNNU4
11,4,state health tax pay money year federal care government insurance budget officials law,They seem to be about the government.,4,4,4,0.13,0.020000000000000004,0.2,13,40,7,0,7,0,0,0,0,174,OHVVSQRB
11,5,"tax percent Healthcare[health, care, insurance] budget pay state money million year federal government system workers plan cost officials law people",taxes and healthcare,4,4,4,0.14,0.030000000000000013,0.13333333333333333,21,37,10,0,0,5,1,1,3,278,EKU02HLJ
11,6,"state health tax percent million year federal care government system insurance plan officials law people[workers, people] finance[budget, cost, money, pay]",They seem to be about state budgets and other financial issues.,5,4,5,0.14,0.030000000000000013,0.13333333333333333,22,38,6,0,0,2,2,0,2,203,1W4XOSZH
11,7,state health tax percent pay money year federal care government system insurance workers plan officials law people,Theme is about employment deductibles,4,4,4,0.09,-0.020000000000000004,0.10588235294117647,17,38,5,0,3,2,0,0,0,117,SYV4OTLW
11,8,"Health Care[Health Care, care[health, insurance, plan],health, insurance, plan] tax[tax, taxes]",Taxes and politics.,4,4,4,0.21,0.09999999999999999,0.7,14,40,22,1,15,0,3,0,3,165,CT213KI2
12,original,democrats state republican house senate senator democratic spitzer governor campaign political clinton party democrat republicans committee election york vote presidential president lawmakers candidates congress mrs bill representative office majority members obama public chairman elected john speaker voters leader pelosi,,4.0,3.7777777777777777,4.2222222222222223,0.09,0,0.09,20,40,0
12,0,"congress[senate, house, senator] political party[political, party] state campaign republican governor democrat presidential election vote democratic",The theme words are about political party affiliation in different parts of the government.,5,4,5,0.11,0.020000000000000004,0.14666666666666667,17,35,37,0,6,21,2,0,8,355,ZBIW0CY9
12,1,"political republican democrat senate[senate, senator] governor campaign committee election spitzer clinton house vote presidential",These news articles are mainly about different aspects of politics. ,4,4,4,0.06,-0.03,0.08571428571428572,15,39,16,0,5,1,2,0,8,905,5TROXYIV
12,2,"democrat[democrats, democrat] republican[republican, republicans] senat[senate, senator] presidential house democratic campaign state political[election, political] vote spitzer governor clinton party committee york",political events in america,5,5,5,0.05,-0.039999999999999994,0.047619047619047616,24,40,19,2,0,0,4,0,13,165,WSCGIOCX
12,3,democrats state republican house senate senator democratic spitzer governor campaign political clinton party democrat republicans committee election york vote presidential GOP race,It is mainly about politics and the ongoing GOP race.,4,4,4,0.09,0.0,0.08181818181818182,21,34,8,2,0,6,0,0,0,190,MNOYCZEQ
12,4,political republican democrat presidential campaign house senate state senator democratic governor party committee republicans democrats election vote,2008 Elections for president and senate elections,4,5,5,0.11,0.020000000000000004,0.12941176470588237,17,26,34,1,3,18,0,0,12,452,KMHSLN8C
12,5,democrats state republican house senate governor campaign political election vote presidential,They are related to politics in general.,4,4,4,0.1,0.010000000000000009,0.18181818181818182,11,25,24,0,9,15,0,0,0,131,P2ZX3GWH
12,6,political senate senator republican democratic governor campaign clinton democrat republicans democrats committee election presidential vote,This theme is based on politics in america and what is going on in 2015.,4,4,4,0.11,0.020000000000000004,0.14666666666666667,15,38,12,0,5,2,0,0,5,195,PXALXA6C
12,7,democrats state republican house senate senator democratic governor campaign political clinton party democrat republicans committee election york vote presidential,Recent Political News,5,5,5,0.07,-0.01999999999999999,0.0736842105263158,19,36,5,0,1,4,0,0,0,233,TFVUIGV6
12,8,republican democrat state house senate senator campaign clinton committee election vote presidential govenor[spitzer],General articles about politics.,3,3,4,0.05,-0.039999999999999994,0.07142857142857144,14,40,11,0,7,0,1,0,3,202,N9H1BRYG
13,original,art museum street work artists artist show arts jan works gallery exhibition american avenue painting center century west paintings french early free modern cultural history york collection contemporary feb sunday world drawings paris shows library sculpture museums de galleries,,4.333333333333333,3.7777777777777777,4.2222222222222223,0.08,0,0.08,20,40,0
13,0,art museum art news exhibition gallery artists work artist show arts works american painting center century paintings french antique,Museum art and exhibition of various artworks.,5,4,5,0.1,0.020000000000000004,0.11111111111111112,19,34,18,2,4,8,0,0,4,258,OQJNISI1
13,1,"art arts artist works location[museum, gallery] origin[french, american, mexican, spanish, congolese, hungarian] medium[sculpture, photographs, paintings] event[fair, show, exhibition]","They are about visual art exhibitions in museums, galleries, and other venues",5,5,5,0.04,-0.04,0.03636363636363636,22,36,67,12,26,4,9,0,16,1806,MZYGHNN2
13,2,"paintings art display work artists artist arts works gallery avenue painting genre[street, american, french, century]",articles on arts,5,5,5,0.12,0.039999999999999994,0.15,16,29,31,3,6,13,1,5,3,392,4D9YF9YX
13,3,"art museum artists artist arts gallery american paintings[painting, paintings] showcase[show, exhibition]",The theme words are about art and museums and high culture. ,5,4,5,0.14,0.06000000000000001,0.23333333333333336,13,31,20,0,9,9,2,0,0,185,3IB47R2V
13,4,"art[art, arts] artists[artists, artist] museum work show gallery exhibition american avenue center century west Misc.",antiques and art shows,5,5,5,0.05,-0.03,0.06666666666666667,17,39,13,1,3,1,2,3,3,295,KIEUEHMN
13,5,"art artist exhibition gallery show museum work painting paintings photography sculpture folk art drawings textile art origin[french, american]","This theme is all about art: painting, photography, sculpture, textile art, drawing",5,5,5,0.08,0.0,0.09411764705882353,19,28,32,5,9,12,1,0,5,709,2FI4Q7O2
13,6,art museum work arts artist artists show works gallery exhibition painting century paintings american french,The theme and articles are about art in different forms,4,4,4,0.11,0.03,0.14666666666666667,15,40,8,0,5,0,0,0,3,209,MHNDJB2K
13,7,"Locations[art, museum, exhibition, gallery] show artist painting work american century french",They are about artists and art museums. ,5,5,5,0.06,-0.020000000000000004,0.1,12,40,18,0,9,0,2,0,7,301,GSTGXR2U
13,8,"art museum arts artists artist gallery exhibition painting paintings show works work cultures[american, french]",The theme and articles are about art and artists.,5,5,5,0.11,0.03,0.14666666666666667,15,38,13,0,6,2,1,0,4,283,BSPYH69J
14,original,back day home time family years people man night told year father life house left found son friends asked wife young woman days mother called room thought began wanted children morning lot ago knew started good hours head turned,,2.5555555555555554,2.4444444444444446,3.1111111111111112,0.03,0,0.03,20,40,0
14,0,"people night year father life left found friends asked wife baby family[years, man, told]",The articles are about crimes and accidents.,4,4,4,0.04,0.010000000000000002,0.05333333333333333,15,38,13,1,4,2,1,3,2,178,PHY1C15L
14,1,day home time family years people man night year father life house found son friends wife,stories about families,2,3,3,0.02,-0.009999999999999998,0.025,16,38,6,0,4,2,0,0,0,54,UVT61M1A
14,2,"home[home, house] family father son friends wife",I do not see a consistent theme here.,3,3,3,0.11,0.08,0.3142857142857143,8,14,45,0,13,30,1,0,1,347,JYY8DO5Y
14,3,crime dead family back day home time years people man night told year father life house left found son wife,Crime and other accidents happening to people,4,4,4,0.04,0.010000000000000002,0.04,20,31,16,2,2,9,0,0,3,92,L9LAKEAH
14,4,family home time years people man night year father life house left found friends dead accident,Accidents and crimes that have happened,4,4,4,0.03,0.0,0.0375,16,29,22,2,6,11,0,0,3,80,THCZJP5X
14,5,"time years people man told year life left found friends household[family, home, house] part of day[day, night]",they are about people dying,3,3,4,0.03,0.0,0.03333333333333333,19,39,6,0,2,1,3,0,0,568,1TW8NN21
14,6,"family[wife, father, son, friends, people, family] home man told life house found saved hero murder",This theme seems a little harder to identify - it seems like maybe family tragedies?,4,4,4,0.06,0.03,0.07999999999999999,16,33,20,3,5,7,1,3,1,352,DUGV417A
14,7,"back day time years people man night year house father life left son friends wife found family[found, family] veteran violence","Death, violence, veterans",3,3,3,0.01,-0.019999999999999997,0.010526315789473684,21,39,11,2,2,3,1,2,1,241,X8SMP913
14,8,years day home time family man night told year father life house left found son friends wife Shooting School Sorrow,A day in the life of a person,4,4,4,0.06,0.03,0.06,20,40,11,4,4,0,0,0,3,148,N14RSUIB
15,original,league john san st national year calif named tex contract louis terms coach ohio brown agreed jr david johnson james michael texas fla manager west city francisco chicago nelson pa red atlanta north signed carolina mich jones smith announced,,2.8888888888888888,3.0,3.1111111111111112,0.03,0,0.03,20,40,0
15,0,"national league san year named contract louis terms coach brown agreed states[ohio, calif, tex] fla","Leagues, coaches, and teams.",5,5,5,0.0,-0.03,0.0,16,37,12,1,2,3,1,4,1,96,QKFQEO70
15,1,baseball contract terms league national players contracts,"baseball league, coaches and players",5,5,5,0.11,0.08,0.3142857142857143,7,27,38,3,18,15,0,0,2,173,MEQMEGLO
15,2,"Deaths[memorial, death, notice, dead] Sports[national, Sports[league, Transactions[terms, contract, agreed],terms, contract, agreed],league, Transactions[terms, contract, agreed],terms, contract, agreed]","They concern recent deaths and sports transactions
",4,4,4,-0.02,-0.05,-0.03333333333333333,24,40,30,6,15,0,5,0,4,323,KBWJJB49
15,3,"major league baseball league[minor league, development league, national league, american league] player[john, johnson, james, david, brown, jr] contract[contract, terms, agreed] named coach year location[tex, location[ohio, calif, louis, st, san],ohio, calif, louis, st, san]","Sports roster trades, hires, and fires.",5,5,5,0.02,-0.009999999999999998,0.014814814814814814,39,25,42,8,7,15,7,0,5,501,87PF76D0
15,4,"baseball league american national year named contract terms coach agreed player names[john, brown, david, jr, johnson, james] locations[san, st, calif, louis, ohio]",The theme seems to be about baseball league contracts.,5,4,5,0.03,0.0,0.025,24,24,25,2,1,18,2,0,2,301,GC5HKPA8
15,5,"baseball[major, league, baseball] national year named contract louis terms coach brown agreed",The theme is about major league baseball.,4,5,5,0.03,0.0,0.05,13,21,34,2,10,19,2,0,1,187,DRT8AM50
15,6,league baseball contract national john san st year named tex louis terms coach brown agreed jr david johnson james,MLB players and contract information.,5,4,5,-0.0,-0.03,-0.0,19,23,57,1,2,51,0,0,3,399,O6WJYG10
15,7,"league national year contract coach Death Baseball suspended traded signed Hockey[NHL, hockey]",sports and obituaries,5,5,5,0.07,0.04000000000000001,0.11666666666666668,12,37,34,9,17,7,1,0,0,448,9N8V50P1
15,8,coach agreed terms league named national contract,Sports contracts and buyouts.,5,5,5,0.06,0.03,0.17142857142857143,7,39,18,0,13,1,0,0,4,50,DYMCA3LM
16,original,book books life author wrote history story published war american mailer writing review world john death write simon writes written characters literary white readers fiction novels house read man poet james love magazine ages week english times publishers writers,,3.5555555555555554,3.8888888888888888,3.8888888888888888,0.1,0,0.1,20,40,0
16,0,book history review american best seller books life author story published war world children young adult,"These theme words are descriptions of books and stories about American life and war history, published by specific authors. ",5,4,5,0.07,-0.03,0.08750000000000001,16,35,19,3,5,6,1,0,4,469,OQJNISI1
16,1,book books life author history story war american writing review,"History-related books and authors
",3,3,3,0.07,-0.03,0.14,10,36,16,0,10,6,0,0,0,141,MZYGHNN2
16,2,"best seller book books author story review genre[wrote, writing, write, writes, written]",best selling books,5,5,5,0.13,0.03,0.2,13,31,24,2,6,9,1,4,2,287,4D9YF9YX
16,3,"author wrote history story published war american mailer writing review write writes books[book, books]","Literature and reading, both fiction and non fiction.",5,5,5,0.1,0.0,0.14285714285714288,15,39,8,0,6,1,1,0,0,122,3IB47R2V
16,4,"books life history story published war american review world simon children's written by[writing, written, writes, wrote] online best sellers","books and authors
",5,5,5,0.03,-0.07,0.03,21,39,12,3,4,1,1,2,1,501,KIEUEHMN
16,5,book review books author wrote novel story published fiction non-fiction history editor,"books, authors, the literary world",5,5,5,0.15,0.04999999999999999,0.25,13,36,24,4,12,4,0,0,4,530,2FI4Q7O2
16,6,book books author story published writing review write writes written,"The themes and articles are about books and reading, including authors and book lists.",5,5,5,0.16,0.06,0.32,10,40,14,0,10,0,0,0,4,417,MHNDJB2K
16,7,book author List Best published review american,They are about best selling authors.,5,5,5,0.09,-0.010000000000000009,0.2571428571428571,7,40,22,2,15,0,0,0,5,216,GSTGXR2U
16,8,book books author writing published life wrote history story war american review death write writes written,The theme is the literary world and everything involved with it.,4,5,5,0.08,-0.020000000000000004,0.1,16,38,9,0,4,2,0,0,3,179,BSPYH69J
17,original,paid notice deaths january family wife beloved york died years husband ny president survived late funeral father st memorial loving mother friend grandchildren john david board pm service services law member great son brother sister devoted friends daughter home,,4.0,4.4444444444444446,4.2222222222222223,0.03,0,0.03,20,40,0
17,0,"passed away[deaths, died] funeral memorial",It is the obituary section.,5,5,5,0.09,0.06,0.3,6,40,19,0,17,0,1,0,1,117,ZBIW0CY9
17,1,"death[deaths, died] january beloved family husband wife father loving funeral president memorial years survived ny paid notice",News articles about deaths. ,4,4,4,0.07,0.04000000000000001,0.07777777777777779,18,33,33,0,3,7,1,0,22,498,5TROXYIV
17,2,deaths family beloved notice paid january wife york died years husband ny president survived late funeral father st memorial loving,deaths of family members,4,5,5,0.05,0.020000000000000004,0.05,20,40,11,0,0,0,4,0,7,652,WSCGIOCX
17,3,notice deaths family wife beloved died years husband survived late funeral father memorial loving obituary newspaper church,All of these articles are obituaries.,5,5,5,0.06,0.03,0.07058823529411765,17,40,9,3,6,0,0,0,0,77,MNOYCZEQ
17,4,"Notice Deaths[notice, deaths] Obituaries[Obituary, Obituaries] january funeral memorial Family Wife Mother Father Grandfather Grandmother",Paid Notice of Deaths in January,5,5,5,0.07,0.04000000000000001,0.10769230769230771,16,29,51,12,13,11,3,7,5,562,KMHSLN8C
17,5,"Obituaries[paid, notice, deaths] Date[january, died] Relatives[family, wife, beloved, husband, survived, father, late, loving] Service[funeral, memorial]",They are death notices or obituaries.,4,4,5,0.05,0.020000000000000004,0.05263157894736842,19,40,36,0,8,0,9,15,4,999,P2ZX3GWH
17,6,deaths family memorial beloved died husband funeral paid father st loving,This is about political deaths.,4,4,5,0.07,0.04000000000000001,0.1272727272727273,11,40,15,0,9,0,0,0,6,127,PXALXA6C
17,7,paid notice deaths january family wife beloved york died years husband ny president survived late funeral father st memorial loving nj temple rabbi,New York Death notices,5,5,5,0.02,-0.009999999999999998,0.017391304347826087,23,40,4,4,0,0,0,0,0,213,TFVUIGV6
17,8,notice deaths january family wife husband father mother died survived funeral memorial,Paid private obituaries of random people.,4,5,5,0.07,0.04000000000000001,0.11666666666666668,12,40,14,1,9,0,0,0,4,120,N9H1BRYG
18,original,season game football team coach bowl giants players patriots colts manning play super field games quarterback year jets baseball bears yards league yankees teams player sunday saints state defense yard playoff championship conference mets defensive pass coughlin seasons ball,,4.0,4.0,4.1111111111111107,0.11,0,0.11,20,40,0
18,0,"football season game teams[jets, bears, giants, patriots, colts]",Recent news in sports.,5,5,5,0.02,-0.09,0.044444444444444446,9,38,27,0,17,4,2,0,4,149,ZBIW0CY9
18,1,"game[game, games] football sports teams[patriots, colts, giants, jets] season coach team quarterback manning year players play field baseball",News articles about sports. ,4,4,4,0.13,0.020000000000000004,0.1368421052631579,20,40,17,0,3,0,3,0,11,165,5TROXYIV
18,2,"team game football games colts bowl players season coach play super field year player[manning, quarterback]",sports games and teams ,5,5,5,0.1,-0.009999999999999995,0.125,16,40,14,0,1,0,4,0,9,187,WSCGIOCX
18,3,season game football team coach bowl giants players patriots colts manning play super field games quarterback year jets baseball bears NFL MLB ESPN sports news,They are mostly about football news and stories. Mainly NFL games.,4,4,4,0.02,-0.09,0.016,22,40,5,5,0,0,0,0,0,95,MNOYCZEQ
18,4,"football season Super Bowl[super, bowl] Football Teams[colts, jets, giants, patriots] Playoff Eli Manning Peyton Manning Manning[Eli, Peyton]",Seasons of Football,5,5,5,0.05,-0.06,0.07692307692307693,20,29,40,6,14,11,3,0,6,650,KMHSLN8C
18,5,season game football team coach players quarterback,They are about upcoming NFL games and related news.,4,4,4,0.23,0.12000000000000001,0.6571428571428571,7,34,21,0,13,8,0,0,0,317,P2ZX3GWH
18,6,season game football team coach bowl giants players patriots colts play super field games quarterback year jets bears,The theme is about american football. All of the information and gametimes.,4,4,4,0.04,-0.07,0.044444444444444446,18,40,2,0,2,0,0,0,0,18,PXALXA6C
18,7,season game football team coach bowl giants players patriots colts manning play super field games quarterback year jets bears Chicago Fiesta Coughlin,Current Football News,5,5,5,0.01,-0.1,0.00909090909090909,22,33,13,4,2,7,0,0,0,282,TFVUIGV6
18,8,football season game coach bowl players quarterback,College and professional American football.,4,4,4,0.21,0.09999999999999999,0.6,7,40,14,0,7,0,0,6,1,282,N9H1BRYG
19,original,people life world editor good jan great time make makes doesn real kind things america times work free bad thing sense long words american idea person hard mind word true story find power fact human culture feel big wrote,,2.6666666666666665,2.7777777777777777,2.5555555555555554,0.02,0,0.02,20,40,0
19,0,"people life world editor good make makes real kind things america work free bad thing gay spending[great, time]",They are about America,4,4,4,0.05,0.030000000000000002,0.05263157894736842,19,39,6,1,3,1,1,0,0,98,SNAB9B4T
19,1,American people people freedom Politics world america work religion Social Policy Civil Rights free will,People and Social policy,4,5,5,0.06,0.039999999999999994,0.08571428571428572,15,23,45,8,17,17,0,0,3,664,B8W6KR68
19,2,editor letter times life people america world time work free thing religious faith,It looks like these are all letters to the Editor.,5,5,5,0.01,-0.01,0.015384615384615385,13,26,33,3,10,14,0,0,6,269,QAMW4L9I
19,3,"people life good times free make things work opinion[editor, voice, speak]",people and lifestyle,3,4,4,0.03,0.009999999999999998,0.05,12,37,25,4,13,5,1,0,2,540,YV5HNNU4
19,4,editor people life world,They seem to be on the social side.,4,4,4,-0.01,-0.03,-0.05,4,40,17,0,16,0,0,0,1,202,OHVVSQRB
19,5,life people world editor good jan great time make makes real kind things america times work free bad thing Politics Advice,"philosophy, habits, life advice and social issues in america is discussed",4,4,4,0.05,0.030000000000000002,0.047619047619047616,21,36,11,3,2,4,0,0,2,155,EKU02HLJ
19,6,editor people life world jan time make real things america times work free Health,"I think they are about lifestyle and people in general, specifically in America.",4,4,4,0.04,0.02,0.05714285714285715,14,38,15,2,6,2,0,2,3,215,1W4XOSZH
19,7,"good editor great time make makes real kind things times work free bad thing learn culture[people, world, america]",All are about educational books that teaches us certain things,3,3,4,0.05,0.030000000000000002,0.05263157894736842,19,39,8,1,2,1,1,2,1,164,SYV4OTLW
